SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
SADBHIN, EQ, 07-Feb-2019, 87.55, 90.00, 90.65, 86.00, 87.00, 86.75, 87.50, 3298, 2.89, 113, 2164, 65.62
SAGARDEEP, EQ, 07-Feb-2019, 97.20, 97.35, 98.00, 92.25, 96.00, 96.90, 97.25, 95731, 93.10, 1010, 43384, 45.32
SAGCEM, EQ, 07-Feb-2019, 597.05, 596.45, 612.05, 595.05, 610.00, 610.50, 603.74, 1819, 10.98, 90, 1515, 83.29
SAIL, EQ, 07-Feb-2019, 47.30, 48.00, 49.10, 47.05, 48.90, 48.65, 47.89, 13951698, 6681.30, 25573, 1295440, 9.29
SAKAR, SM, 07-Feb-2019, 59.85, 61.95, 62.75, 61.85, 61.85, 61.85, 62.11, 18000, 11.18, 6, 0, 0.00
SAKETH, SM, 07-Feb-2019, 82.00, 82.00, 82.00, 82.00, 82.00, 82.00, 82.00, 36000, 29.52, 7, 36000, 100.00
SAKHTISUG, EQ, 07-Feb-2019, 10.10, 10.10, 10.50, 10.05, 10.15, 10.20, 10.24, 67408, 6.91, 242, 46846, 69.50
SAKSOFT, EQ, 07-Feb-2019, 256.85, 256.00, 269.00, 251.10, 258.25, 257.65, 259.25, 5739, 14.88, 414, 4197, 73.13
SAKUMA, EQ, 07-Feb-2019, 38.95, 38.90, 38.90, 37.00, 37.50, 37.55, 37.45, 467511, 175.09, 1285, 191931, 41.05
SALASAR, EQ, 07-Feb-2019, 273.20, 271.90, 284.00, 270.55, 275.00, 274.05, 276.40, 20491, 56.64, 650, 14949, 72.95
SALONA, EQ, 07-Feb-2019, 62.40, 61.85, 61.85, 61.00, 61.85, 61.85, 61.28, 2436, 1.49, 16, 2330, 95.65
SALORAINTL, EQ, 07-Feb-2019, 18.05, 17.20, 17.90, 17.15, 17.15, 17.15, 17.25, 100, 0.02, 3, 50, 50.00
SALSTEEL, EQ, 07-Feb-2019, 5.55, 5.50, 5.75, 5.30, 5.65, 5.65, 5.54, 12719, 0.70, 42, 7207, 56.66
SALZERELEC, EQ, 07-Feb-2019, 112.30, 105.15, 113.00, 104.95, 113.00, 112.45, 109.23, 16391, 17.90, 330, 10405, 63.48
SAMBHAAV, EQ, 07-Feb-2019, 3.50, 3.55, 3.90, 3.25, 3.90, 3.85, 3.50, 35600, 1.25, 82, 27111, 76.15
SANCO, EQ, 07-Feb-2019, 14.40, 14.00, 14.75, 13.90, 14.65, 14.30, 14.33, 9395, 1.35, 66, 8037, 85.55
SANDESH, EQ, 07-Feb-2019, 693.50, 696.95, 699.00, 675.10, 685.95, 683.60, 687.39, 1209, 8.31, 156, 878, 72.62
SANDHAR, EQ, 07-Feb-2019, 283.30, 282.75, 293.00, 275.90, 292.00, 290.90, 287.70, 40805, 117.40, 1437, 24223, 59.36
SANGAMIND, EQ, 07-Feb-2019, 58.30, 58.05, 61.00, 56.20, 59.00, 58.40, 58.38, 14700, 8.58, 190, 9418, 64.07
SANGHIIND, EQ, 07-Feb-2019, 54.15, 53.65, 56.45, 49.65, 54.00, 54.15, 53.96, 58925, 31.80, 960, 29062, 49.32
SANGHVIFOR, EQ, 07-Feb-2019, 23.15, 25.10, 25.10, 20.80, 23.45, 23.45, 23.87, 2842, 0.68, 47, 2628, 92.47
SANGHVIMOV, EQ, 07-Feb-2019, 93.20, 92.10, 93.55, 89.55, 90.55, 90.60, 91.14, 34117, 31.09, 631, 16679, 48.89
SANGINITA, SM, 07-Feb-2019, 38.00, 38.00, 39.90, 38.00, 39.90, 39.90, 39.62, 45000, 17.83, 26, 24000, 53.33
SANOFI, EQ, 07-Feb-2019, 6452.30, 6529.00, 6549.00, 6435.00, 6465.55, 6451.25, 6478.88, 2512, 162.75, 1059, 1922, 76.51
SANWARIA, EQ, 07-Feb-2019, 8.25, 8.20, 9.90, 8.00, 9.30, 9.30, 9.07, 3416051, 309.98, 3882, 1131116, 33.11
SARDAEN, EQ, 07-Feb-2019, 250.35, 248.65, 265.40, 248.65, 252.30, 253.10, 258.12, 36249, 93.56, 1383, 11589, 31.97
SAREGAMA, EQ, 07-Feb-2019, 582.30, 588.15, 596.00, 584.55, 592.00, 591.95, 590.17, 15693, 92.61, 1451, 3967, 25.28
SARLAPOLY, EQ, 07-Feb-2019, 25.60, 26.20, 26.30, 24.75, 25.50, 25.05, 25.15, 18228, 4.58, 175, 14145, 77.60
SARVESHWAR, SM, 07-Feb-2019, 23.30, 23.40, 23.60, 22.15, 22.15, 22.15, 22.99, 11200, 2.57, 6, 8000, 71.43
SASKEN, EQ, 07-Feb-2019, 612.35, 624.50, 624.50, 612.45, 614.05, 614.75, 614.88, 2698, 16.59, 327, 1505, 55.78
SASTASUNDR, EQ, 07-Feb-2019, 96.15, 97.95, 104.40, 96.00, 99.25, 99.30, 99.49, 14913, 14.84, 145, 8312, 55.74
SATHAISPAT, EQ, 07-Feb-2019, 8.70, 8.70, 8.80, 8.30, 8.35, 8.45, 8.49, 38859, 3.30, 75, 29716, 76.47
SATIN, EQ, 07-Feb-2019, 249.90, 250.00, 256.05, 240.10, 241.80, 242.25, 248.53, 143230, 355.97, 5459, 116619, 81.42
SBIETFQLTY, EQ, 07-Feb-2019, 96.74, 98.14, 98.14, 93.25, 97.90, 97.85, 97.19, 3047, 2.96, 44, 2915, 95.67
SBILIFE, EQ, 07-Feb-2019, 579.40, 580.00, 584.40, 575.05, 576.15, 577.25, 578.92, 570245, 3301.28, 11752, 530634, 93.05
SBIN, EQ, 07-Feb-2019, 289.05, 289.40, 294.00, 286.60, 287.00, 287.40, 290.17, 19733315, 57260.02, 137834, 5490728, 27.82
SBIN, N2, 07-Feb-2019, 11261.00, 11375.00, 11375.00, 11269.00, 11269.00, 11272.60, 11289.92, 26, 2.94, 9, 26, 100.00
SBIN, N5, 07-Feb-2019, 11644.94, 11645.00, 11650.00, 11630.00, 11632.00, 11634.32, 11640.39, 137, 15.95, 24, 137, 100.00
SCAPDVR, EQ, 07-Feb-2019, 0.55, 0.60, 0.60, 0.55, 0.55, 0.55, 0.56, 40468, 0.23, 18, 32828, 81.12
SCHAEFFLER, EQ, 07-Feb-2019, 5386.45, 5359.05, 5513.95, 5350.10, 5500.00, 5498.40, 5484.36, 2047, 112.26, 1460, 1608, 78.55
SCHAND, EQ, 07-Feb-2019, 216.20, 212.10, 219.00, 212.05, 217.05, 217.50, 216.58, 5351, 11.59, 153, 4848, 90.60
SCHNEIDER, EQ, 07-Feb-2019, 84.65, 84.25, 89.00, 84.00, 88.75, 88.75, 87.13, 44756, 38.99, 1168, 32187, 71.92
SCI, EQ, 07-Feb-2019, 37.45, 37.70, 38.60, 37.35, 37.50, 37.55, 37.92, 322112, 122.13, 2074, 168324, 52.26
SDAFXXVGR, MF, 07-Feb-2019, 8.10, 8.24, 8.24, 8.24, 8.24, 8.24, 8.24, 1000, 0.08, 1, 1000, 100.00
SDBL, EQ, 07-Feb-2019, 139.30, 140.00, 140.00, 136.50, 139.45, 138.35, 137.93, 11715, 16.16, 415, 6867, 58.62
SEAMECLTD, EQ, 07-Feb-2019, 288.65, 301.00, 314.00, 271.05, 310.00, 298.25, 293.67, 130007, 381.79, 2627, 70886, 54.52
SELAN, EQ, 07-Feb-2019, 161.60, 161.60, 170.00, 160.80, 164.00, 164.50, 165.20, 59964, 99.06, 1440, 34920, 58.23
SELMCL, BE, 07-Feb-2019, 1.10, 1.05, 1.15, 1.05, 1.10, 1.05, 1.07, 131773, 1.41, 128, -, -
SEPOWER, EQ, 07-Feb-2019, 4.10, 3.70, 4.00, 3.70, 4.00, 4.00, 3.81, 795, 0.03, 3, 500, 62.89
SEQUENT, EQ, 07-Feb-2019, 68.95, 69.00, 74.65, 67.65, 73.85, 73.30, 72.44, 589586, 427.11, 11439, 261319, 44.32
SERVOTECH, SM, 07-Feb-2019, 23.10, 23.00, 23.95, 23.00, 23.95, 23.95, 23.48, 8000, 1.88, 2, 8000, 100.00
SESHAPAPER, EQ, 07-Feb-2019, 957.30, 987.00, 987.00, 969.90, 987.00, 981.40, 973.44, 1885, 18.35, 151, 1565, 83.02
SETCO, EQ, 07-Feb-2019, 29.10, 29.15, 30.40, 29.00, 30.15, 30.20, 29.87, 174139, 52.01, 1114, 108890, 62.53
SETFGOLD, EQ, 07-Feb-2019, 2998.00, 2990.00, 2995.00, 2966.00, 2972.00, 2970.75, 2973.78, 1214, 36.10, 188, 412, 33.94
SETFNIF50, EQ, 07-Feb-2019, 112.10, 112.50, 112.88, 112.14, 112.39, 112.32, 112.57, 52996, 59.66, 161, 49562, 93.52
SETFNIFBK, EQ, 07-Feb-2019, 276.59, 277.00, 278.00, 276.00, 276.75, 276.74, 276.79, 149274, 413.17, 48, 147909, 99.09
SETFNN50, EQ, 07-Feb-2019, 269.84, 273.00, 277.00, 272.00, 273.57, 273.57, 274.12, 2532, 6.94, 35, 2409, 95.14
SFL, EQ, 07-Feb-2019, 1265.40, 1253.80, 1302.00, 1240.60, 1277.70, 1283.60, 1279.83, 1345, 17.21, 431, 911, 67.73
SGBAUG24, GB, 07-Feb-2019, 3043.43, 3043.43, 3098.00, 3035.00, 3060.50, 3062.68, 3055.59, 861, 26.31, 59, 801, 93.03
SGBDEC26, GB, 07-Feb-2019, 3010.00, 3005.00, 3010.00, 3005.00, 3010.00, 3010.00, 3009.17, 12, 0.36, 2, 12, 100.00
SGBFEB24, GB, 07-Feb-2019, 3046.51, 3044.00, 3075.00, 3030.00, 3041.00, 3040.90, 3045.42, 244, 7.43, 46, 215, 88.11
SGBJUL25, GB, 07-Feb-2019, 3028.02, 3011.00, 3026.03, 3011.00, 3026.03, 3026.03, 3012.05, 108, 3.25, 4, 108, 100.00
SGBMAR24, GB, 07-Feb-2019, 3051.00, 3041.00, 3051.00, 3041.00, 3051.00, 3051.00, 3046.36, 11, 0.34, 3, 10, 90.91
SGBMAR25, GB, 07-Feb-2019, 3030.00, 3048.00, 3048.00, 3022.00, 3044.98, 3031.68, 3029.62, 61, 1.85, 10, 49, 80.33
SGBMAY25, GB, 07-Feb-2019, 3030.00, 3020.00, 3040.00, 3020.00, 3040.00, 3039.98, 3026.18, 141, 4.27, 14, 109, 77.30
SGBMAY26, GB, 07-Feb-2019, 3051.00, 3010.00, 3010.00, 3010.00, 3010.00, 3010.00, 3010.00, 1, 0.03, 1, 1, 100.00
SGBNOV23, GB, 07-Feb-2019, 3190.00, 3050.00, 3099.00, 3050.00, 3053.10, 3053.10, 3065.86, 25, 0.77, 8, 9, 36.00
SGBNOV24, GB, 07-Feb-2019, 3041.85, 3035.00, 3039.50, 3026.08, 3037.05, 3039.03, 3035.67, 311, 9.44, 30, 261, 83.92
SGBNOV258, GB, 07-Feb-2019, 3000.00, 3300.00, 3300.00, 3300.00, 3300.00, 3300.00, 3300.00, 10, 0.33, 1, 10, 100.00
SGBNOV25VI, GB, 07-Feb-2019, 3100.00, 2990.00, 2991.00, 2990.00, 2991.00, 2991.00, 2990.17, 6, 0.18, 2, 6, 100.00
SGBNOV26, GB, 07-Feb-2019, 3011.00, 2990.00, 2990.00, 2990.00, 2990.00, 2990.00, 2990.00, 2, 0.06, 1, 2, 100.00
SGBOCT25, GB, 07-Feb-2019, 3015.00, 3150.00, 3150.00, 2903.00, 3001.00, 3001.00, 2972.00, 5, 0.15, 3, 4, 80.00
SGBOCT25IV, GB, 07-Feb-2019, 3000.00, 2990.00, 2992.00, 2990.00, 2991.15, 2991.15, 2990.63, 5, 0.15, 3, 5, 100.00
SGBOCT26, GB, 07-Feb-2019, 3000.00, 3135.00, 3135.00, 3135.00, 3135.00, 3135.00, 3135.00, 1, 0.03, 1, 1, 100.00
SGBSEP24, GB, 07-Feb-2019, 3054.93, 3040.00, 3059.90, 3040.00, 3050.00, 3050.00, 3042.55, 424, 12.90, 27, 379, 89.39
SGL, EQ, 07-Feb-2019, 6.85, 6.55, 6.90, 6.20, 6.50, 6.40, 6.29, 5127, 0.32, 20, 4625, 90.21
SHAHALLOYS, EQ, 07-Feb-2019, 18.95, 18.55, 19.00, 17.65, 18.00, 18.15, 18.24, 3468, 0.63, 34, 2935, 84.63
SHAKTIPUMP, EQ, 07-Feb-2019, 398.55, 400.00, 403.75, 396.05, 397.00, 397.65, 400.57, 30786, 123.32, 936, 12600, 40.93
SHALBY, EQ, 07-Feb-2019, 135.30, 136.00, 136.00, 134.00, 134.55, 134.20, 134.35, 11437, 15.37, 314, 8469, 74.05
SHALPAINTS, EQ, 07-Feb-2019, 62.85, 62.00, 64.20, 62.00, 63.05, 62.95, 62.95, 50759, 31.95, 346, 40773, 80.33
SHANKARA, EQ, 07-Feb-2019, 323.65, 325.00, 339.80, 316.60, 339.80, 339.80, 338.07, 116536, 393.98, 1517, 54874, 47.09
SHANTIGEAR, EQ, 07-Feb-2019, 126.85, 123.60, 123.60, 120.65, 121.00, 121.40, 121.75, 22146, 26.96, 537, 13602, 61.42
SHARDACROP, EQ, 07-Feb-2019, 321.90, 321.85, 331.65, 321.85, 327.60, 329.05, 325.77, 5161, 16.81, 289, 3979, 77.10
SHARDAMOTR, EQ, 07-Feb-2019, 1246.65, 1240.05, 1264.50, 1221.70, 1263.00, 1252.15, 1237.53, 644, 7.97, 120, 461, 71.58
SHARIABEES, EQ, 07-Feb-2019, 248.57, 248.57, 249.99, 240.05, 242.05, 243.02, 246.24, 1075, 2.65, 23, 1023, 95.16
SHARONBIO, BZ, 07-Feb-2019, 3.50, 3.45, 3.60, 3.35, 3.35, 3.35, 3.35, 13437, 0.45, 27, -, -
SHEMAROO, EQ, 07-Feb-2019, 340.70, 342.05, 357.70, 340.00, 340.15, 345.20, 347.58, 8708, 30.27, 495, 6088, 69.91
SHILPAMED, EQ, 07-Feb-2019, 379.75, 381.10, 385.60, 377.05, 380.00, 377.35, 378.78, 8348, 31.62, 362, 5907, 70.76
SHILPI, BZ, 07-Feb-2019, 1.60, 1.55, 1.60, 1.55, 1.55, 1.60, 1.58, 15672, 0.25, 42, -, -
SHIRPUR-G, EQ, 07-Feb-2019, 49.45, 51.70, 51.70, 47.55, 47.55, 47.80, 48.65, 7176, 3.49, 127, 6132, 85.45
SHIVAMAUTO, EQ, 07-Feb-2019, 37.95, 36.00, 36.05, 32.55, 33.90, 33.65, 34.07, 215473, 73.41, 2073, 110552, 51.31
SHIVAMILLS, EQ, 07-Feb-2019, 49.95, 48.55, 50.45, 48.20, 49.15, 48.40, 48.62, 1025, 0.50, 31, 731, 71.32
SHIVATEX, EQ, 07-Feb-2019, 173.60, 172.25, 172.50, 166.05, 171.00, 170.95, 170.90, 2099, 3.59, 80, 1864, 88.80
SHK, EQ, 07-Feb-2019, 166.65, 164.10, 166.20, 161.00, 165.30, 163.05, 163.05, 19996, 32.60, 650, 17538, 87.71
SHOPERSTOP, EQ, 07-Feb-2019, 501.65, 499.40, 505.75, 495.65, 501.45, 503.75, 502.37, 16560, 83.19, 4093, 8874, 53.59
SHREECEM, EQ, 07-Feb-2019, 16031.15, 16136.50, 16388.85, 15999.90, 16260.00, 16245.70, 16218.25, 15911, 2580.49, 7511, 6522, 40.99
SHREEPUSHK, EQ, 07-Feb-2019, 130.70, 132.65, 137.00, 130.50, 135.00, 135.15, 133.42, 43273, 57.73, 1488, 16313, 37.70
SHREERAMA, EQ, 07-Feb-2019, 5.50, 5.40, 5.60, 5.40, 5.55, 5.45, 5.43, 8812, 0.48, 51, 8799, 99.85
SHRENIK, SM, 07-Feb-2019, 93.25, 94.50, 94.80, 93.00, 93.75, 93.50, 93.87, 136250, 127.89, 69, 69375, 50.92
SHREYANIND, EQ, 07-Feb-2019, 116.00, 119.55, 139.20, 115.95, 139.20, 137.40, 132.88, 60692, 80.65, 823, 37474, 61.74
SHREYAS, EQ, 07-Feb-2019, 198.60, 195.30, 199.50, 190.20, 193.70, 196.05, 196.78, 2748, 5.41, 289, 1406, 51.16
SHRIPISTON, BE, 07-Feb-2019, 988.50, 989.00, 997.00, 975.00, 975.00, 975.00, 977.57, 14, 0.14, 6, -, -
SHRIRAMCIT, EQ, 07-Feb-2019, 1551.80, 1557.45, 1576.70, 1545.45, 1551.00, 1553.40, 1559.19, 11540, 179.93, 1486, 9202, 79.74
SHRIRAMEPC, EQ, 07-Feb-2019, 8.75, 8.75, 8.90, 8.20, 8.90, 8.65, 8.51, 209827, 17.85, 511, 128705, 61.34
SHUBHLAXMI, SM, 07-Feb-2019, 49.35, 49.60, 49.60, 47.55, 47.55, 47.55, 48.58, 8000, 3.89, 2, 8000, 100.00
SHYAMCENT, EQ, 07-Feb-2019, 5.20, 5.20, 5.45, 5.10, 5.45, 5.35, 5.27, 6001, 0.32, 24, 2782, 46.36
SICAGEN, EQ, 07-Feb-2019, 19.80, 19.65, 20.25, 19.00, 19.10, 19.15, 19.48, 16179, 3.15, 181, 11420, 70.59
SICAL, EQ, 07-Feb-2019, 122.10, 121.55, 130.05, 120.05, 126.15, 127.20, 125.99, 13043, 16.43, 317, 10954, 83.98
SIEMENS, EQ, 07-Feb-2019, 1020.55, 1045.00, 1098.50, 1025.00, 1053.00, 1047.60, 1065.29, 2395193, 25515.76, 69088, 598652, 24.99
SIGIND, EQ, 07-Feb-2019, 40.45, 40.15, 42.75, 39.65, 41.40, 41.80, 41.77, 4317, 1.80, 88, 2764, 64.03
SIL, BE, 07-Feb-2019, 13.75, 14.15, 14.25, 13.40, 13.40, 13.50, 13.71, 4739, 0.65, 23, -, -
SILINV, EQ, 07-Feb-2019, 194.65, 190.00, 190.00, 175.00, 177.50, 177.60, 180.45, 23571, 42.53, 624, 15013, 63.69
SILVERTUC, SM, 07-Feb-2019, 124.90, 123.05, 123.05, 123.00, 123.00, 123.00, 123.04, 24000, 29.53, 5, 23000, 95.83
SIMBHALS, EQ, 07-Feb-2019, 9.10, 9.10, 9.15, 8.80, 9.00, 8.85, 8.94, 17623, 1.57, 60, 16764, 95.13
SIMPLEXINF, EQ, 07-Feb-2019, 134.95, 136.25, 143.05, 133.20, 136.60, 136.45, 137.52, 28926, 39.78, 1863, 15866, 54.85
SINTERCOM, SM, 07-Feb-2019, 59.00, 59.00, 59.00, 57.00, 57.00, 57.00, 58.00, 6000, 3.48, 3, 6000, 100.00
SINTEX, EQ, 07-Feb-2019, 8.65, 8.55, 9.10, 8.05, 9.00, 9.00, 8.75, 2387468, 208.90, 5089, 1007638, 42.21
SIRCA, SM, 07-Feb-2019, 222.80, 252.00, 252.00, 220.00, 220.00, 220.00, 225.71, 8000, 18.06, 10, 5600, 70.00
SIS, EQ, 07-Feb-2019, 765.90, 767.45, 778.05, 758.00, 776.00, 768.35, 767.04, 4208, 32.28, 882, 1626, 38.64
SITASHREE, BE, 07-Feb-2019, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 1000, 0.01, 1, -, -
SITINET, EQ, 07-Feb-2019, 5.05, 5.00, 5.10, 4.80, 4.80, 4.80, 4.81, 541651, 26.07, 494, 472191, 87.18
SIYSIL, EQ, 07-Feb-2019, 345.90, 346.00, 346.30, 343.85, 345.00, 345.00, 345.11, 3559, 12.28, 83, 3475, 97.64
SJVN, EQ, 07-Feb-2019, 25.50, 25.60, 25.90, 25.50, 25.85, 25.80, 25.79, 512077, 132.08, 3114, 295382, 57.68
SKFINDIA, EQ, 07-Feb-2019, 1924.40, 1930.15, 1935.95, 1915.70, 1935.00, 1930.55, 1928.98, 17970, 346.64, 1567, 14813, 82.43
SKIL, BE, 07-Feb-2019, 13.55, 13.25, 13.25, 12.90, 12.90, 12.90, 13.01, 1805, 0.23, 8, -, -
SKIPPER, EQ, 07-Feb-2019, 56.30, 56.05, 61.90, 54.40, 60.00, 60.55, 58.95, 101268, 59.70, 1990, 42076, 41.55
SKMEGGPROD, EQ, 07-Feb-2019, 60.30, 58.70, 59.00, 56.40, 57.00, 56.90, 57.39, 44311, 25.43, 734, 32705, 73.81
SMARTLINK, EQ, 07-Feb-2019, 78.50, 78.20, 83.00, 77.30, 79.55, 80.50, 79.71, 3380, 2.69, 136, 2017, 59.67
SMLISUZU, EQ, 07-Feb-2019, 576.30, 584.00, 584.95, 574.00, 580.00, 575.75, 578.83, 5385, 31.17, 415, 3248, 60.32
SMPL, BE, 07-Feb-2019, 0.40, 0.35, 0.40, 0.35, 0.40, 0.40, 0.36, 5370, 0.02, 14, -, -
SMSLIFE, EQ, 07-Feb-2019, 570.50, 560.30, 599.00, 552.05, 599.00, 599.00, 585.37, 16438, 96.22, 861, 8011, 48.73
SMSPHARMA, EQ, 07-Feb-2019, 65.45, 65.55, 67.90, 65.50, 67.20, 67.25, 66.98, 16466, 11.03, 210, 10689, 64.92
SNOWMAN, EQ, 07-Feb-2019, 29.15, 29.15, 31.65, 29.15, 30.60, 30.85, 30.42, 246095, 74.85, 1437, 148814, 60.47
SOBHA, EQ, 07-Feb-2019, 480.55, 480.60, 482.00, 471.50, 474.40, 477.10, 477.76, 67200, 321.06, 5271, 21748, 32.36
SOLARA, EQ, 07-Feb-2019, 369.00, 369.00, 389.65, 365.00, 375.00, 375.95, 375.31, 250257, 939.24, 2510, 223374, 89.26
SOLARINDS, EQ, 07-Feb-2019, 1000.95, 995.70, 1000.00, 985.25, 987.05, 990.05, 993.04, 2139, 21.24, 352, 1604, 74.99
SOMANYCERA, EQ, 07-Feb-2019, 345.20, 347.80, 351.50, 344.25, 345.20, 347.35, 346.81, 11893, 41.25, 2370, 8118, 68.26
SOMATEX, EQ, 07-Feb-2019, 3.95, 3.90, 3.90, 3.80, 3.90, 3.90, 3.87, 2873, 0.11, 10, 2373, 82.60
SOMICONVEY, EQ, 07-Feb-2019, 28.40, 29.80, 29.95, 29.05, 29.05, 29.15, 29.60, 346, 0.10, 15, 262, 75.72
SONATSOFTW, EQ, 07-Feb-2019, 326.55, 326.55, 332.40, 326.15, 329.15, 328.85, 328.26, 159644, 524.05, 1926, 138753, 86.91
SORILINFRA, EQ, 07-Feb-2019, 247.95, 246.90, 259.00, 238.05, 245.75, 246.40, 250.97, 69788, 175.14, 1715, 36124, 51.76
SOTL, EQ, 07-Feb-2019, 976.75, 957.35, 989.55, 957.30, 961.00, 961.60, 966.94, 186, 1.80, 49, 148, 79.57
SOUTHBANK, EQ, 07-Feb-2019, 12.95, 13.00, 14.00, 12.80, 13.70, 13.70, 13.62, 22796284, 3105.52, 14374, 6194785, 27.17
SPAL, EQ, 07-Feb-2019, 219.50, 217.00, 237.90, 215.25, 232.00, 231.65, 231.97, 67410, 156.37, 1054, 63524, 94.24
SPARC, EQ, 07-Feb-2019, 142.95, 144.00, 154.90, 144.00, 147.05, 147.85, 150.29, 2153153, 3236.06, 40173, 629138, 29.22
SPCENET, BE, 07-Feb-2019, 0.90, 0.85, 0.95, 0.85, 0.90, 0.90, 0.92, 19360, 0.18, 11, -, -
SPECIALITY, EQ, 07-Feb-2019, 91.65, 92.45, 98.90, 91.75, 98.30, 98.35, 97.05, 167334, 162.39, 1137, 142648, 85.25
SPENCERS, BE, 07-Feb-2019, 141.95, 134.90, 134.90, 134.90, 134.90, 134.90, 134.90, 58772, 79.28, 152, -, -
SPENTEX, BE, 07-Feb-2019, 1.35, 1.30, 1.35, 1.30, 1.30, 1.30, 1.30, 1234, 0.02, 10, -, -
SPIC, EQ, 07-Feb-2019, 22.95, 22.90, 24.50, 22.90, 23.45, 23.45, 23.78, 65520, 15.58, 326, 37017, 56.50
SPICEMOBI, EQ, 07-Feb-2019, 8.25, 8.25, 8.45, 7.50, 8.00, 8.00, 8.00, 27391, 2.19, 87, 24889, 90.87
SPLIL, EQ, 07-Feb-2019, 55.10, 54.50, 54.50, 52.35, 53.40, 53.30, 53.07, 90819, 48.20, 1018, 61415, 67.62
SPMLINFRA, EQ, 07-Feb-2019, 32.00, 32.25, 33.85, 30.95, 32.40, 32.75, 32.93, 24221, 7.97, 236, 20094, 82.96
SPTL, EQ, 07-Feb-2019, 19.65, 19.65, 20.35, 19.00, 19.75, 19.65, 19.74, 997076, 196.84, 3591, 373950, 37.50
SPYL, BE, 07-Feb-2019, 0.35, 0.30, 0.35, 0.30, 0.35, 0.30, 0.30, 24960, 0.07, 14, -, -
SQSBFSI, EQ, 07-Feb-2019, 435.35, 426.10, 439.85, 426.10, 437.00, 437.00, 434.66, 4239, 18.43, 91, 3882, 91.58
SREEL, EQ, 07-Feb-2019, 203.35, 205.05, 207.80, 198.45, 201.95, 200.60, 201.03, 3177, 6.39, 240, 2288, 72.02
SREIBNPNCD, NH, 07-Feb-2019, 1135.05, 1061.00, 1061.00, 1061.00, 1061.00, 1061.00, 1061.00, 48, 0.51, 3, 48, 100.00
SREIBNPNCD, NJ, 07-Feb-2019, 916.32, 916.10, 916.10, 916.00, 916.00, 916.00, 916.03, 291, 2.67, 9, 291, 100.00
SREIBNPNCD, NL, 07-Feb-2019, 978.05, 955.00, 955.00, 940.00, 940.00, 940.00, 945.29, 35, 0.33, 7, 35, 100.00
SREIBNPNCD, NN, 07-Feb-2019, 1050.00, 1050.00, 1050.00, 1050.00, 1050.00, 1050.00, 1050.00, 15, 0.16, 1, 15, 100.00
SREIBNPNCD, NU, 07-Feb-2019, 1000.00, 1000.00, 1000.00, 1000.00, 1000.00, 1000.00, 1000.00, 223, 2.23, 1, 223, 100.00
SREINFRA, EQ, 07-Feb-2019, 22.10, 22.00, 25.00, 21.60, 24.00, 23.90, 23.79, 8938755, 2126.35, 17813, 1407457, 15.75
SREINFRA, NR, 07-Feb-2019, 1020.00, 1020.00, 1020.00, 1020.00, 1020.00, 1020.00, 1020.00, 100, 1.02, 1, 100, 100.00
SREINFRA, NZ, 07-Feb-2019, 950.62, 977.00, 977.00, 970.00, 970.00, 970.00, 970.14, 51, 0.49, 5, 51, 100.00
SREINFRA, Y1, 07-Feb-2019, 955.00, 955.10, 955.10, 950.00, 955.00, 950.58, 954.59, 170, 1.62, 7, 170, 100.00
SREINFRA, Y8, 07-Feb-2019, 925.00, 925.00, 925.00, 910.00, 910.00, 911.36, 911.36, 11, 0.10, 2, 11, 100.00
SREINFRA, Y9, 07-Feb-2019, 991.03, 929.00, 929.00, 929.00, 929.00, 929.00, 929.00, 47, 0.44, 6, 47, 100.00
SREINFRA, YB, 07-Feb-2019, 1012.10, 1109.99, 1109.99, 1109.99, 1109.99, 1109.99, 1109.99, 15, 0.17, 1, 15, 100.00
SREINFRA, YH, 07-Feb-2019, 970.00, 999.85, 999.85, 999.85, 999.85, 999.85, 999.85, 1, 0.01, 1, 1, 100.00
SRF, EQ, 07-Feb-2019, 2223.25, 2235.00, 2255.25, 2202.10, 2234.90, 2226.00, 2232.84, 559036, 12482.37, 25874, 41828, 7.48
SRHHYPOLTD, EQ, 07-Feb-2019, 140.90, 141.90, 145.00, 140.00, 142.30, 142.00, 141.94, 3214, 4.56, 100, 2418, 75.23
SRIPIPES, EQ, 07-Feb-2019, 165.90, 165.10, 173.75, 163.60, 173.75, 172.25, 169.31, 49308, 83.48, 823, 34042, 69.04
SRPL, SM, 07-Feb-2019, 26.00, 26.10, 26.10, 26.10, 26.10, 26.10, 26.10, 4000, 1.04, 1, 4000, 100.00
SRSLTD, BZ, 07-Feb-2019, 0.25, 0.25, 0.30, 0.25, 0.25, 0.25, 0.25, 36486, 0.09, 28, -, -
SRTRANSFIN, EQ, 07-Feb-2019, 1068.10, 1068.00, 1110.00, 1068.00, 1098.70, 1100.85, 1093.14, 1530056, 16725.58, 56105, 286161, 18.70
SRTRANSFIN, Y6, 07-Feb-2019, 1850.00, 1850.00, 1850.00, 1850.00, 1850.00, 1850.00, 1850.00, 27, 0.50, 1, 27, 100.00
